order_id,customer_id,order_date,order_status,shipping_city,shipping_country
1065,1402,2024-08-08,delivered,Sydney,Canada
1066,136,2024-09-20,delivered,Berlin,Canada
1067,106,2023-04-11,delivered,Los Angeles,USA
1068,519,2024-11-26,delivered,Paris,France
1069,814,2023-08-29,shipped,Paris,India
1070,126,2024-04-28,delivered,London,Australia
1071,1381,2024-07-02,delivered,Los Angeles,Australia
1072,400,2024-08-15,shipped,Berlin,USA
1073,79,2024-11-21,delivered,Mumbai,France
1074,389,2023-08-17,shipped,Berlin,Canada
1075,74,2024-09-18,shipped,London,India
1076,1029,2023-04-07,shipped,Mumbai,UK
1077,1487,2024-05-29,delivered,Sydney,Australia
1078,82,2024-06-25,delivered,Mumbai,UK
1079,776,2024-05-09,cancelled,Mumbai,India
1080,991,2023-07-04,delivered,New York,Australia
1081,1429,2024-09-29,delivered,New York,India
1082,278,2023-05-04,delivered,Paris,USA
1083,840,2023-02-09,delivered,Toronto,Australia
1084,224,2024-06-07,processing,London,France
1085,1092,2023-12-14,delivered,Toronto,Australia
1086,1344,2024-09-11,delivered,Paris,USA
1087,606,2023-10-07,processing,Sydney,India
1088,19,2023-05-03,processing,London,Germany
1089,640,2024-09-02,delivered,Berlin,USA
1090,1367,2024-02-05,delivered,Sydney,USA
1091,1367,2023-05-19,delivered,London,USA
1092,97,2024-06-09,delivered,Los Angeles,USA
1093,1076,2024-01-09,processing,Mumbai,France
1094,175,2024-03-17,delivered,Toronto,Australia
1095,1362,2023-12-03,delivered,London,France
1096,1377,2024-08-27,delivered,Mumbai,France
1097,1415,2024-08-28,delivered,Toronto,Germany
1098,1139,2024-06-01,delivered,Sydney,Germany
1099,348,2023-03-18,delivered,Paris,Australia
1100,1,2024-09-04,shipped,London,Australia
1101,63,2024-05-04,delivered,New York,India
1102,226,2024-05-23,processing,Toronto,USA
1103,423,2023-09-22,delivered,Mumbai,France
1104,1043,2024-10-03,delivered,Berlin,Germany
1105,31,2024-06-13,delivered,Berlin,UK
1106,845,2023-03-24,delivered,Mumbai,USA
1107,633,2023-10-25,delivered,Mumbai,India
1108,24,2024-10-09,delivered,London,Canada
1109,837,2023-02-04,shipped,Berlin,France
1110,983,2024-12-02,shipped,Mumbai,USA
1111,1235,2024-05-10,delivered,Sydney,Australia
1112,161,2024-04-05,delivered,Berlin,USA
1113,1279,2023-07-17,processing,Toronto,Canada
1114,114,2023-07-01,delivered,Sydney,Australia
1115,504,2024-11-18,cancelled,London,UK
1116,955,2023-08-06,shipped,Toronto,Germany
1117,1244,2024-07-20,delivered,London,Germany
1118,357,2023-10-14,delivered,Berlin,Canada
1119,169,2023-04-12,delivered,Sydney,India
1120,969,2023-01-08,shipped,London,Canada
1121,242,2024-02-02,delivered,Paris,India
1122,1399,2024-12-13,shipped,London,India
1123,139,2023-09-27,delivered,Los Angeles,Germany
1124,97,2023-09-18,delivered,London,UK
1125,147,2023-09-09,delivered,Los Angeles,UK
1126,1206,2024-01-15,delivered,Toronto,USA
1127,1081,2023-11-18,delivered,Los Angeles,Canada
1128,1066,2024-10-04,delivered,Sydney,Canada
1129,866,2024-01-05,delivered,Toronto,Canada
1130,543,2024-01-06,delivered,London,Australia
1131,692,2023-04-12,delivered,Toronto,Germany
1132,1026,2024-12-18,shipped,Berlin,Germany
1133,1312,2023-07-02,delivered,Paris,Germany
1134,1162,2023-02-23,delivered,London,UK
1135,904,2024-04-29,shipped,Sydney,Germany
1136,730,2024-03-10,processing,Los Angeles,USA
1137,1246,2023-10-31,delivered,Paris,Australia
1138,331,2023-11-05,delivered,New York,Germany
1139,617,2024-07-27,shipped,Paris,Australia
1140,404,2023-05-23,shipped,Mumbai,Australia
1141,508,2024-08-21,shipped,London,UK
1142,1151,2024-04-18,delivered,Sydney,Canada
1143,1289,2023-11-02,delivered,Sydney,Australia
1144,1039,2023-12-01,delivered,Mumbai,USA
1145,226,2023-07-07,shipped,Paris,UK
1146,984,2024-07-03,delivered,Paris,France
1147,865,2024-01-10,delivered,Berlin,Australia
1148,1129,2023-08-23,shipped,Toronto,India
1149,745,2024-03-11,delivered,Paris,Australia
1150,493,2024-12-27,delivered,Los Angeles,Canada
1151,319,2023-11-14,delivered,Sydney,Germany
1152,1243,2024-11-03,delivered,Mumbai,UK
1153,1301,2023-09-09,delivered,Los Angeles,France
1154,773,2023-02-09,delivered,Berlin,UK
1155,1365,2023-05-30,delivered,Paris,Germany
1156,452,2023-11-02,delivered,Paris,UK
1157,1393,2023-06-10,delivered,Berlin,France
1158,944,2023-01-01,delivered,London,UK
1159,848,2024-10-29,delivered,New York,USA
1160,1017,2024-09-08,delivered,New York,USA
1161,1498,2024-06-25,delivered,Toronto,Germany
1162,1214,2023-05-03,delivered,Los Angeles,India
1163,884,2023-03-29,delivered,London,India
1164,419,2023-02-19,delivered,Los Angeles,France
1165,865,2024-06-12,delivered,London,France
1166,789,2024-11-09,delivered,Berlin,France
1167,495,2023-11-11,shipped,Toronto,France
1168,1063,2023-03-28,delivered,Berlin,France
1169,162,2024-01-10,delivered,Los Angeles,India
1170,121,2023-09-12,delivered,Sydney,Canada
1171,399,2023-10-01,shipped,Toronto,UK
1172,1286,2024-03-29,delivered,Paris,Australia
1173,728,2024-06-08,delivered,Mumbai,France
1174,561,2023-03-22,delivered,Sydney,India
1175,604,2023-01-26,delivered,Mumbai,Australia
1176,1153,2024-12-26,processing,London,USA
1177,540,2023-06-19,delivered,London,India
1178,356,2023-02-09,shipped,Toronto,Australia
1179,660,2023-05-19,delivered,Berlin,India
1180,432,2023-01-29,delivered,Toronto,Australia
1181,1089,2023-10-14,delivered,Berlin,India
1182,1242,2024-08-08,delivered,Toronto,UK
1183,563,2023-09-07,delivered,Berlin,Australia
1184,1451,2023-11-21,delivered,New York,Germany
1185,817,2024-05-08,delivered,Toronto,India
1186,1098,2024-01-07,shipped,Mumbai,Germany
1187,1484,2024-09-20,delivered,Mumbai,India
1188,1449,2024-09-24,delivered,Berlin,France
1189,711,2023-01-08,delivered,Paris,Canada
1190,1216,2024-07-21,delivered,Los Angeles,India
1191,1213,2023-12-03,delivered,Sydney,Canada
1192,12,2024-12-22,shipped,Sydney,UK
1193,239,2023-12-19,cancelled,Sydney,Canada
1194,453,2024-12-21,delivered,Los Angeles,Australia
1195,383,2024-07-04,delivered,Mumbai,Germany
1196,782,2023-07-01,delivered,Toronto,France
1197,48,2024-01-29,processing,Toronto,USA
1198,317,2024-12-25,delivered,London,Australia
1199,209,2024-09-17,delivered,Berlin,Germany
1200,1143,2023-03-13,cancelled,Toronto,Germany
1201,577,2024-05-30,shipped,Los Angeles,UK
1202,315,2023-09-10,delivered,Los Angeles,Australia
1203,754,2023-01-06,processing,Sydney,India
1204,1060,2023-10-22,delivered,Los Angeles,Canada
1205,1487,2023-06-21,delivered,Mumbai,USA
1206,915,2024-08-20,delivered,Berlin,USA
1207,755,2023-09-04,shipped,New York,India
1208,554,2024-08-27,delivered,Toronto,Canada
1209,403,2023-01-01,delivered,Sydney,India
1210,1131,2023-08-13,cancelled,New York,France
1211,39,2023-06-26,delivered,Berlin,Canada
1212,581,2023-06-20,shipped,Sydney,France
1213,180,2023-02-19,delivered,Paris,USA
1214,12,2023-05-17,delivered,Toronto,Australia
1215,1363,2024-02-10,delivered,London,UK
1216,943,2023-08-01,processing,Toronto,Germany
1217,548,2023-11-01,delivered,Toronto,Australia
1218,1150,2023-10-03,delivered,Toronto,USA
1219,63,2024-10-01,delivered,Sydney,USA
1220,844,2024-10-22,shipped,Sydney,USA
1221,1106,2023-12-26,delivered,Toronto,Germany
1222,1009,2023-08-30,delivered,Paris,France
1223,1323,2023-03-19,delivered,Toronto,UK
1224,34,2024-11-26,processing,Berlin,Australia
1225,752,2023-02-13,delivered,Toronto,Australia
1226,49,2023-08-06,delivered,Paris,UK
1227,658,2023-08-06,processing,Mumbai,UK
1228,701,2023-08-22,shipped,Berlin,France
1229,1081,2023-04-30,delivered,Toronto,Australia
1230,109,2024-07-25,cancelled,Toronto,Canada
1231,985,2023-03-31,delivered,Berlin,Canada
1232,24,2024-04-08,delivered,Toronto,UK
1233,221,2023-04-01,delivered,Paris,USA
1234,315,2023-02-21,delivered,Sydney,USA
1235,294,2024-10-25,shipped,Mumbai,Germany
1236,1034,2023-05-19,delivered,Los Angeles,Canada
1237,1020,2024-08-22,delivered,Toronto,USA
1238,1018,2024-02-02,delivered,London,India
1239,638,2023-02-26,delivered,Berlin,UK
1240,267,2024-11-28,delivered,Paris,Germany
1241,88,2023-06-30,delivered,Toronto,Canada
1242,455,2024-09-19,delivered,Toronto,Germany
1243,1172,2023-05-04,shipped,Berlin,USA
1244,757,2024-09-15,delivered,New York,UK
1245,431,2023-01-10,delivered,Paris,India
1246,911,2024-01-09,delivered,Paris,UK
1247,242,2024-07-15,delivered,Los Angeles,UK
1248,702,2024-11-13,cancelled,Sydney,USA
1249,902,2024-10-25,shipped,Sydney,India
1250,741,2024-08-21,delivered,Los Angeles,India
1251,66,2024-10-10,delivered,Toronto,France
1252,972,2023-05-26,delivered,Berlin,Australia
1253,378,2023-07-27,delivered,London,Australia
1254,388,2023-07-30,delivered,Toronto,UK
1255,781,2023-10-03,shipped,Los Angeles,Australia
1256,209,2023-10-15,shipped,Toronto,France
1257,1439,2024-02-02,delivered,Berlin,UK
1258,16,2023-04-27,processing,Paris,France
1259,1321,2024-05-19,shipped,Mumbai,Canada
1260,986,2023-05-03,shipped,Paris,Australia
1261,1244,2023-08-15,cancelled,Paris,India
1262,367,2024-01-03,delivered,Paris,Canada
1263,780,2024-08-04,delivered,Sydney,UK
1264,1253,2024-06-23,processing,London,India
1265,440,2024-04-16,shipped,New York,Germany
1266,690,2023-04-24,processing,Sydney,Germany
1267,1474,2024-02-04,delivered,London,USA
1268,1060,2023-03-05,delivered,Mumbai,Canada
1269,847,2023-10-03,delivered,Toronto,Canada
1270,422,2023-10-29,delivered,Los Angeles,Germany
1271,1213,2023-01-30,delivered,Mumbai,UK
1272,1202,2023-07-20,delivered,Berlin,India
1273,608,2024-11-28,delivered,Toronto,India
1274,1339,2024-11-27,delivered,Mumbai,India
1275,20,2023-09-15,delivered,New York,USA
1276,676,2023-02-01,delivered,Berlin,Canada
1277,382,2023-05-11,delivered,Berlin,USA
1278,609,2023-10-14,delivered,Berlin,Canada
1279,143,2024-11-22,processing,Toronto,France
1280,62,2023-04-14,delivered,New York,India
1281,1266,2024-07-11,delivered,Toronto,France
1282,238,2023-03-21,shipped,Berlin,USA
1283,1155,2024-12-17,delivered,Berlin,India
1284,1147,2023-10-06,shipped,Sydney,India
1285,1464,2024-07-19,delivered,Los Angeles,Germany
1286,927,2023-09-08,processing,London,Germany
1287,342,2024-04-03,delivered,Mumbai,Canada
1288,1443,2023-05-21,cancelled,Toronto,Australia
1289,455,2023-04-17,shipped,New York,France
1290,1222,2024-11-15,delivered,Sydney,France
1291,282,2024-10-31,delivered,Berlin,USA
1292,886,2024-10-09,delivered,Toronto,India
1293,1025,2024-04-01,delivered,London,Australia
1294,723,2024-08-13,delivered,Toronto,USA
1295,1356,2023-02-20,cancelled,Mumbai,Germany
1296,1236,2023-09-02,delivered,Mumbai,Germany
1297,87,2023-08-18,delivered,London,Australia
1298,665,2024-04-09,shipped,Toronto,Australia
1299,862,2023-09-17,delivered,Los Angeles,Germany
1300,61,2023-04-19,delivered,Toronto,UK
1301,797,2024-03-11,shipped,Sydney,India
1302,95,2024-08-17,shipped,Paris,France
1303,786,2023-10-06,delivered,Los Angeles,France
1304,1171,2023-04-07,cancelled,London,USA
1305,1270,2023-05-24,delivered,Berlin,France
1306,961,2023-06-23,delivered,Berlin,USA
1307,297,2023-08-07,delivered,Mumbai,Australia
1308,1147,2024-04-14,delivered,Toronto,Australia
1309,694,2024-03-14,delivered,New York,UK
1310,1480,2024-05-23,delivered,Toronto,India
1311,399,2023-09-22,shipped,Los Angeles,Australia
1312,946,2024-08-24,delivered,Los Angeles,India
1313,1255,2023-05-29,shipped,London,Germany
1314,534,2023-12-09,delivered,Toronto,UK
1315,402,2024-08-07,cancelled,London,Germany
1316,130,2023-05-12,delivered,New York,Germany
1317,292,2023-03-22,delivered,Berlin,USA
1318,276,2024-10-07,delivered,Berlin,India
1319,912,2023-09-08,processing,Toronto,Germany
1320,1400,2024-05-14,shipped,London,India
1321,926,2023-01-19,delivered,London,UK
1322,55,2024-05-18,delivered,New York,Canada
1323,739,2023-08-19,delivered,London,Australia
1324,1050,2023-02-10,cancelled,Paris,USA
1325,1465,2024-03-21,processing,Paris,India
1326,765,2023-06-25,cancelled,Los Angeles,Australia
1327,1221,2023-10-10,processing,Paris,Germany
1328,642,2023-02-28,processing,Mumbai,Germany
1329,1267,2023-04-18,delivered,Paris,France
1330,724,2023-08-06,shipped,Los Angeles,India
1331,1214,2023-03-07,shipped,Paris,USA
1332,802,2024-10-26,cancelled,Paris,USA
1333,738,2023-01-05,delivered,Los Angeles,UK
1334,758,2023-12-20,delivered,Toronto,Canada
1335,567,2023-03-31,delivered,Sydney,UK
1336,1300,2023-08-13,delivered,Los Angeles,UK
1337,1433,2024-11-07,delivered,Los Angeles,UK
1338,340,2023-04-29,delivered,Mumbai,Canada
1339,153,2024-12-06,delivered,Paris,UK
1340,1422,2023-05-31,delivered,Berlin,Australia
1341,1468,2024-06-25,delivered,Sydney,USA
1342,1004,2024-02-04,delivered,Paris,Canada
1343,427,2024-10-07,processing,Toronto,Germany
1344,1003,2024-02-09,shipped,Los Angeles,France
1345,204,2024-01-26,delivered,New York,France
1346,1136,2023-05-23,shipped,Los Angeles,India
1347,325,2023-05-02,shipped,Sydney,Australia
1348,1282,2024-10-31,delivered,Toronto,USA
1349,950,2023-08-28,delivered,Sydney,France
1350,951,2023-09-29,delivered,London,Australia
1351,1374,2024-07-08,delivered,Sydney,Australia
1352,939,2023-09-05,shipped,Paris,France
1353,957,2024-11-26,delivered,Berlin,France
1354,894,2024-06-22,delivered,Berlin,Australia
1355,435,2024-03-12,cancelled,Paris,Australia
1356,1450,2024-10-05,delivered,Mumbai,Germany
1357,1304,2023-02-06,shipped,Paris,France
1358,371,2023-07-07,delivered,Toronto,UK
1359,933,2023-12-06,delivered,Mumbai,Australia
1360,249,2023-06-15,delivered,Los Angeles,USA
1361,891,2024-06-27,delivered,Mumbai,USA
1362,181,2024-11-02,delivered,New York,India
1363,703,2023-11-06,delivered,Los Angeles,Australia
1364,999,2023-09-07,delivered,Los Angeles,USA
1365,78,2024-12-02,delivered,New York,Germany
1366,919,2023-11-21,delivered,Mumbai,India
1367,885,2023-12-24,processing,Berlin,Germany
1368,336,2023-09-14,delivered,Mumbai,Australia
1369,50,2024-10-25,delivered,Los Angeles,India
1370,85,2024-02-20,delivered,London,France
1371,695,2024-07-10,delivered,London,UK
1372,4,2024-08-15,delivered,Toronto,France
1373,993,2023-09-07,delivered,Toronto,USA
1374,317,2023-11-13,shipped,Sydney,India
1375,1135,2024-09-11,delivered,New York,UK
1376,1358,2023-09-23,delivered,New York,USA
1377,763,2024-08-02,delivered,Toronto,UK
1378,1157,2024-11-17,shipped,Paris,Australia
1379,612,2024-03-30,delivered,Los Angeles,Canada
1380,1005,2024-06-25,delivered,Paris,Germany
1381,914,2024-08-10,delivered,Berlin,India
1382,799,2024-09-08,delivered,London,Germany
1383,119,2023-10-16,delivered,New York,India
1384,350,2023-02-07,shipped,Toronto,Australia
1385,917,2023-10-21,delivered,London,USA
1386,687,2024-05-06,delivered,Paris,USA
1387,542,2023-11-25,processing,New York,Canada
1388,1079,2024-06-30,delivered,New York,France
1389,361,2023-09-18,delivered,Sydney,India
1390,708,2024-04-08,delivered,Los Angeles,UK
1391,1477,2023-05-17,delivered,New York,Australia
1392,685,2024-07-01,delivered,Berlin,Canada
1393,330,2024-02-03,delivered,Mumbai,Australia
1394,219,2023-05-29,cancelled,New York,Canada
1395,208,2023-08-02,processing,Mumbai,USA
1396,845,2024-06-30,shipped,Berlin,USA
1397,85,2023-12-19,delivered,Paris,France
1398,685,2023-06-07,delivered,Sydney,India
1399,245,2024-12-07,delivered,Los Angeles,India
1400,872,2024-06-06,delivered,Sydney,Australia
1401,1023,2024-11-29,shipped,Berlin,Australia
1402,1359,2023-11-08,delivered,Paris,France
1403,1236,2023-12-13,processing,London,USA
1404,596,2024-10-17,delivered,Sydney,Germany
1405,685,2024-01-19,delivered,Sydney,France
1406,1207,2024-05-31,delivered,New York,Canada
1407,1157,2023-07-04,delivered,Sydney,USA
1408,1014,2023-11-23,processing,Toronto,Australia
1409,1014,2023-04-01,cancelled,Toronto,Australia
1410,350,2023-05-31,delivered,Berlin,UK
1411,282,2023-01-01,delivered,Los Angeles,UK
1412,293,2023-01-29,delivered,Berlin,Germany
1413,1293,2024-12-14,delivered,Mumbai,Australia
1414,1221,2023-06-26,delivered,Sydney,USA
1415,984,2024-04-29,shipped,Sydney,Australia
1416,20,2024-09-04,delivered,Paris,Australia
1417,759,2024-02-06,delivered,Sydney,Canada
1418,405,2023-04-22,shipped,Paris,Germany
1419,1139,2024-06-15,delivered,Sydney,Canada
1420,701,2024-03-14,delivered,Sydney,India
1421,980,2024-06-17,delivered,Berlin,UK
1422,26,2024-07-15,delivered,Berlin,Canada
1423,566,2024-12-13,delivered,London,UK
1424,395,2024-02-23,delivered,Paris,India
1425,1001,2023-09-07,processing,London,France
1426,1405,2024-04-18,processing,Berlin,India
1427,523,2023-02-19,shipped,Los Angeles,UK
1428,862,2024-10-17,delivered,New York,Australia
1429,1107,2023-03-29,shipped,Paris,India
1430,802,2023-08-28,delivered,Toronto,UK
1431,550,2024-08-18,delivered,London,India
1432,1469,2024-03-12,delivered,Mumbai,Australia
1433,87,2023-10-15,delivered,Paris,Germany
1434,833,2023-12-12,delivered,Mumbai,Australia
1435,387,2024-09-15,delivered,New York,India
1436,963,2023-09-06,cancelled,London,Australia
1437,668,2024-09-26,delivered,Paris,Australia
1438,1422,2023-03-06,processing,London,Germany
1439,286,2024-07-21,delivered,London,USA
1440,698,2024-09-10,delivered,Berlin,India
1441,965,2023-05-13,delivered,Sydney,USA
1442,369,2023-11-11,delivered,Berlin,India
1443,655,2023-05-01,delivered,London,UK
1444,1446,2024-05-30,delivered,London,France
1445,654,2024-01-26,delivered,Sydney,USA
1446,697,2024-04-08,delivered,Toronto,UK
1447,1467,2023-05-24,shipped,New York,Germany
1448,1024,2023-06-04,delivered,Sydney,USA
1449,915,2023-01-31,delivered,New York,USA
1450,288,2023-08-24,processing,Los Angeles,Australia
1451,95,2024-02-13,delivered,Mumbai,India
1452,669,2024-09-18,shipped,Sydney,Australia
1453,41,2024-05-01,shipped,Los Angeles,UK
1454,331,2023-11-14,cancelled,Los Angeles,Australia
1455,1179,2024-11-26,delivered,Berlin,UK
1456,504,2024-06-09,delivered,Berlin,Canada
1457,275,2024-11-10,delivered,Toronto,India
1458,179,2024-01-21,delivered,Berlin,Canada
1459,137,2023-07-09,delivered,Los Angeles,France
1460,767,2023-02-08,delivered,Paris,India
1461,988,2024-06-14,processing,London,USA
1462,1204,2023-03-30,delivered,Los Angeles,Canada
1463,1206,2023-08-10,processing,Toronto,UK
1464,1283,2024-01-24,processing,London,Australia
1465,243,2024-02-17,delivered,Berlin,Australia
1466,1120,2024-03-14,delivered,London,USA
1467,197,2023-05-02,delivered,Paris,India
1468,526,2023-10-05,cancelled,Toronto,Canada
1469,632,2024-03-26,delivered,Berlin,France
1470,1411,2024-12-08,delivered,New York,France
1471,408,2024-06-15,delivered,Los Angeles,France
1472,1293,2024-11-04,processing,Sydney,France
1473,1195,2024-07-10,shipped,Paris,Australia
1474,691,2024-03-07,delivered,Paris,Australia
1475,170,2023-05-21,delivered,Sydney,Australia
1476,159,2024-05-01,delivered,Los Angeles,India
1477,447,2024-03-31,delivered,Toronto,UK
1478,1018,2024-03-15,processing,Toronto,France
1479,1106,2023-12-24,shipped,Paris,Germany
1480,1081,2024-01-21,shipped,Los Angeles,Australia
1481,112,2023-09-02,delivered,London,France
1482,48,2024-01-15,delivered,New York,Canada
1483,376,2023-05-25,delivered,New York,India
1484,828,2024-08-10,delivered,Toronto,USA
1485,33,2023-05-16,delivered,Mumbai,Australia
1486,504,2023-03-04,shipped,Toronto,Australia
1487,627,2023-11-15,delivered,London,Canada
1488,1027,2024-04-25,shipped,Toronto,USA
1489,42,2023-11-16,delivered,New York,UK
1490,9,2023-07-22,delivered,Mumbai,Australia
1491,1000,2024-02-12,delivered,Los Angeles,USA
1492,819,2023-09-11,delivered,Paris,Germany
1493,657,2024-11-11,delivered,New York,Australia
1494,1166,2024-11-04,shipped,London,France
1495,790,2024-01-02,delivered,Los Angeles,India
1496,1460,2023-08-28,shipped,Los Angeles,Canada
1497,1051,2024-06-22,shipped,Paris,USA
1498,1067,2023-01-27,delivered,New York,Canada
1499,1155,2023-12-13,shipped,Sydney,France
1500,1240,2023-09-03,delivered,Los Angeles,UK
1501,598,2024-11-02,shipped,Los Angeles,India
1502,1369,2023-01-09,delivered,Toronto,France
1503,1437,2024-02-08,delivered,Los Angeles,UK
1504,936,2024-06-24,delivered,London,Canada
1505,1270,2023-12-21,delivered,Los Angeles,UK
1506,1473,2023-03-04,shipped,Toronto,Australia
1507,1012,2024-12-10,shipped,Berlin,UK
1508,21,2024-01-14,processing,Berlin,UK
1509,999,2024-03-24,delivered,London,Australia
1510,1432,2023-06-22,delivered,Paris,UK
1511,457,2023-12-19,delivered,Paris,Australia
1512,1468,2023-11-10,delivered,Sydney,Australia
1513,1014,2023-02-24,delivered,Sydney,India
1514,265,2023-03-19,delivered,London,UK
1515,184,2024-09-03,delivered,Mumbai,Australia
1516,227,2023-06-25,delivered,Los Angeles,USA
1517,1270,2023-05-23,delivered,Los Angeles,UK
1518,1097,2024-01-04,delivered,Mumbai,UK
1519,1174,2024-07-15,shipped,Berlin,France
1520,1093,2023-02-15,delivered,Berlin,France
1521,969,2024-02-26,processing,New York,India
1522,805,2023-03-29,delivered,Berlin,India
1523,1254,2023-01-27,processing,Mumbai,India
1524,723,2023-02-08,delivered,Sydney,France
1525,1096,2024-08-31,delivered,Berlin,UK
1526,1002,2023-03-28,delivered,London,France
1527,875,2023-02-02,shipped,New York,USA
1528,1421,2023-11-16,delivered,Paris,Canada
1529,84,2024-09-08,delivered,New York,France
1530,740,2023-07-11,processing,Mumbai,Australia
1531,1323,2023-11-04,delivered,Los Angeles,France
1532,1317,2023-01-30,delivered,Los Angeles,USA
1533,223,2023-11-24,delivered,New York,Australia
1534,793,2024-02-26,delivered,New York,Australia
1535,733,2024-02-21,delivered,Los Angeles,Australia
1536,1240,2023-08-31,delivered,Sydney,Australia
1537,1255,2023-08-19,cancelled,Mumbai,Germany
1538,405,2023-03-19,shipped,London,Germany
1539,1193,2023-09-25,delivered,London,Australia
1540,329,2023-03-14,delivered,London,Australia
1541,426,2024-07-13,cancelled,London,Australia
1542,770,2024-12-06,shipped,Los Angeles,USA
1543,1220,2024-12-09,processing,Mumbai,France
1544,608,2024-09-23,delivered,Sydney,Canada
1545,526,2024-03-14,shipped,Toronto,India
1546,625,2024-05-26,shipped,Berlin,Australia
1547,77,2023-07-28,delivered,Berlin,India
1548,1301,2024-04-05,delivered,Berlin,France
1549,920,2023-11-29,delivered,Berlin,USA
1550,946,2023-12-18,delivered,Los Angeles,India
1551,466,2024-07-07,shipped,Toronto,USA
1552,1472,2023-07-25,shipped,Los Angeles,Australia
1553,1344,2023-08-21,processing,Toronto,India
1554,1184,2024-11-05,shipped,Los Angeles,UK
1555,492,2023-02-11,delivered,Sydney,USA
1556,313,2023-12-21,delivered,New York,UK
1557,1185,2024-10-28,shipped,Toronto,India
1558,308,2024-03-21,delivered,Berlin,India
1559,1170,2024-02-03,delivered,Toronto,USA
1560,1420,2023-07-02,delivered,Paris,UK
1561,691,2023-09-08,delivered,London,UK
1562,89,2024-09-13,delivered,Toronto,Australia
1563,735,2024-02-13,delivered,Paris,Australia
1564,778,2024-01-11,delivered,London,India
1565,751,2023-03-14,cancelled,Paris,France
1566,1332,2023-01-12,shipped,London,UK
1567,371,2024-12-04,shipped,New York,Germany
1568,451,2023-10-03,delivered,Toronto,USA
1569,167,2024-03-16,shipped,Paris,Australia
1570,392,2023-02-28,shipped,Sydney,Canada
1571,736,2024-05-13,delivered,New York,India
1572,491,2024-11-11,cancelled,Berlin,USA
1573,925,2024-02-25,delivered,Toronto,France
1574,1174,2023-04-03,processing,Los Angeles,France
1575,1492,2024-02-29,delivered,Los Angeles,UK
1576,1067,2024-07-13,delivered,Los Angeles,France
1577,945,2023-10-24,delivered,Sydney,Australia
1578,29,2024-10-04,delivered,Paris,France
1579,1055,2024-04-18,delivered,Paris,USA
1580,693,2024-10-18,cancelled,London,India
1581,128,2024-03-31,cancelled,Los Angeles,Germany
1582,767,2023-04-06,cancelled,Berlin,Germany
1583,1318,2023-08-15,delivered,Paris,India
1584,441,2023-05-28,cancelled,Sydney,India
1585,869,2024-10-25,delivered,Toronto,UK
1586,1412,2024-07-09,processing,Paris,India
1587,524,2024-05-08,delivered,Toronto,France
1588,760,2023-08-08,delivered,Sydney,France
1589,110,2023-05-15,cancelled,Paris,Germany
1590,1352,2024-07-06,processing,Mumbai,India
1591,1429,2023-12-13,delivered,London,UK
1592,1269,2023-06-14,shipped,London,France
1593,163,2024-03-26,delivered,London,UK
1594,560,2023-01-30,shipped,Berlin,Australia
1595,399,2023-08-27,delivered,Paris,USA
1596,583,2023-12-09,delivered,Toronto,Australia
1597,399,2023-04-19,delivered,Sydney,France
1598,239,2024-12-19,delivered,Paris,France
1599,1489,2023-06-02,shipped,Sydney,France
1600,1056,2023-04-06,delivered,New York,Germany
1601,1147,2023-05-29,delivered,London,Germany
1602,110,2024-07-15,delivered,Los Angeles,France
1603,1295,2023-11-07,delivered,Sydney,France
1604,1404,2024-02-17,shipped,New York,USA
1605,300,2023-01-16,delivered,Sydney,USA
1606,1002,2023-01-26,delivered,New York,UK
1607,764,2023-11-22,delivered,Sydney,India
1608,249,2024-08-19,delivered,London,UK
1609,521,2024-10-08,processing,Los Angeles,Germany
1610,34,2023-03-05,delivered,Mumbai,Canada
1611,228,2024-01-29,delivered,London,USA
1612,585,2024-10-28,shipped,Sydney,UK
1613,1423,2023-10-11,delivered,London,India
1614,958,2024-08-28,shipped,Los Angeles,India
1615,813,2023-04-08,delivered,New York,USA
1616,724,2024-11-13,shipped,New York,USA
1617,584,2024-07-02,delivered,Sydney,Australia
1618,570,2024-11-18,delivered,Paris,Canada
1619,220,2024-05-08,delivered,Los Angeles,USA
1620,1395,2023-09-23,shipped,New York,Australia
1621,787,2024-11-15,cancelled,Berlin,India
1622,528,2023-07-21,delivered,London,Canada
1623,75,2023-08-31,shipped,Sydney,India
1624,136,2024-05-26,delivered,Berlin,Australia
1625,74,2024-07-12,cancelled,Berlin,India
1626,254,2024-11-09,shipped,Paris,Australia
1627,1042,2023-05-30,delivered,Paris,Canada
1628,1022,2024-08-05,shipped,Paris,USA
1629,1067,2024-06-23,delivered,Berlin,USA
1630,50,2023-02-16,delivered,Toronto,UK
1631,515,2023-10-10,delivered,Mumbai,USA
1632,744,2023-07-26,processing,Toronto,India
1633,731,2023-08-11,processing,Berlin,USA
1634,571,2024-12-18,shipped,London,USA
1635,576,2024-04-14,cancelled,Sydney,UK
1636,1327,2024-06-07,shipped,Berlin,Canada
1637,1166,2024-12-13,delivered,Sydney,UK
1638,903,2023-10-03,delivered,Berlin,India
1639,202,2024-08-08,delivered,Paris,India
1640,207,2023-11-14,delivered,Sydney,USA
1641,415,2024-09-26,delivered,Paris,France
1642,221,2023-05-12,delivered,Paris,USA
1643,1386,2024-11-22,shipped,Mumbai,UK
1644,758,2023-06-09,processing,Mumbai,Australia
